pub_date	title	venue	excerpt	citation	url_slug	paper_url
2015-12-28	Modeling Graphs Using a Mixture of Kronecker Models	Proceedings of the 3rd IEEE International Conference on Big Data		Mahapatra, Suchismit, and Varun Chandola. "Modeling graphs using a mixture of Kronecker models." In 2015 IEEE International Conference on Big Data (Big Data), pp. 727-736. IEEE, 2015.	http://ieeexplore.ieee.org/document/7363817/
2017-04-29	Error Metrics for Learning Reliable Manifolds from Streaming Data	Proceedings of the 2017 SIAM International Conference on Data Mining		Proceedings of the 2017 SIAM International Conference on Data Mining	https://epubs.siam.org/doi/10.1137/1.9781611974973.84
2018-01-15	S-Isomap++: Multi Manifold Learning from Streaming Data	2017 IEEE International Conference on Big Data		Mahapatra, Suchismit, and Varun Chandola. "S-Isomap++: Multi manifold learning from streaming data." In 2017 IEEE International Conference on Big Data (Big Data), pp. 716-725. IEEE, 2017.	http://ieeexplore.ieee.org/document/8257987/
2019-10-15	Learning Manifolds from Non-stationary Streaming Data	Journal (under submission)		Mahapatra, Suchismit, and Varun Chandola. "Learning manifolds from non-stationary streaming data." arXiv preprint arXiv:1804.08833 (2018).	https://arxiv.org/abs/1804.08833
